id	question	answer	type	predicted_label_1	predicted_label_mistral
1023	Are there too many deadlines?	Only If it is the end of each semester.	conditional	negative	unclassified
1024	Are there too many deadlines?	I use a calendar just to panic.	sarcastic	negative	sarcastic
1025	Are there too many deadlines?	But not as many as my boyfriend's.	contrastive	negative	unclassified
1026	Are there too many deadlines?	Feels that way sometimes.	ambiguous	negative	unclassified
1027	Alright man, now that you're here do you want to grab some Texas barbecue?	If you’re buying.	conditional	negative	unclassified
1028	Alright man, now that you're here do you want to grab some Texas barbecue?	Texas barbecue is better than hamburgers.	contrastive	negative	unclassified
1029	Alright man, now that you're here do you want to grab some Texas barbecue?	Do we have the wood to make fire?	ambiguous	negative	conditional
1030	Are you studying somewhere?	If podcasts count.	conditional	negative	conditional
1031	Are you studying somewhere?	I’m buried in books and deadlines.	sarcastic	negative	contrastive
1032	Are you studying somewhere?	Now I’m only part-time now.	contrastive	negative	unclassified
1033	Are you studying somewhere?	Life is just about studying.	ambiguous	negative	unclassified
1034	Do you take a drink with your food?	If you do not mind sparkling water.	conditional	negative	unclassified
1035	Do you take a drink with your food?	Maybe not enough.	contrastive	negative	conditional
1036	Do you take a drink with your food?	I only have cola.	ambiguous	negative	contrastive
1037	Do you like burger places?	If the buns are toasted.	conditional	negative	unclassified
1038	Do you like burger places?	I judge cities by their burgers.	sarcastic	negative	unclassified
1039	Do you like burger places?	I try to eat less hamburgers.	contrastive	negative	unclassified
1040	Do you like burger places?	I used to eat burgers every week.	ambiguous	negative	unclassified
1041	Do you like a variety of food?	If it smells good.	conditional	negative	unclassified
1042	Do you like a variety of food?	I still do not change the favorites.	contrastive	negative	unclassified
1043	Do you like a variety of food?	I eat different food for each meal.	ambiguous	negative	unclassified
1044	Do you enjoy outdoor sports?	If the weather’s right.	conditional	negative	unclassified
1045	Do you enjoy outdoor sports?	Me and sunshine have a deal.	sarcastic	negative	contrastive
1046	Do you enjoy outdoor sports?	However I’m more into indoor stuff, I do not give up outdoors.	contrastive	negative	contrastive
1047	Do you have a lot of hobbies?	I collect hobbies like mugs.	sarcastic	negative	unclassified
1048	Do you have a lot of hobbies?	But not as many as my little brother who is always staring something new.	contrastive	negative	conditional
1049	Do you like reading self help books?	If they’re not too preachy.	conditional	negative	unclassified
1050	Do you like reading self help books?	I fix my life one chapter at a time.	sarcastic	negative	contrastive
1051	Do you like reading self help books?	I prefer self help books to fiction.	contrastive	negative	unclassified
1052	Do you like reading self help books?	I've read a book about anxiety.	ambiguous	negative	unclassified
1053	Can you see yourself living in a condo?	I was born for compact luxury.	sarcastic	negative	contrastive
1054	Can you see yourself living in a condo?	Though I like having more space, a condo is another lifestyle.	contrastive	negative	conditional
1055	Can you see yourself living in a condo?	I used to live in a 18 sqm room.	ambiguous	negative	contrastive
1056	Do you make any music?	If humming in the shower counts.	conditional	negative	conditional
1057	Do you make any music?	I’m secretly a one-person band.	sarcastic	negative	contrastive
1058	Do you make any music?	I spend more time playing music than listening to it.	contrastive	negative	conditional
1059	Do you make any music?	I just sing in my own way.	ambiguous	negative	contrastive
1060	Do you like your co-workers?	If we did not know each other then no.	conditional	negative	unclassified
1061	Do you like your co-workers?	They’re cool overall.	ambiguous	negative	contrastive
1062	In work, do you find yourself to be analytical?	If the problem needs solving.	conditional	negative	unclassified
1063	In work, do you find yourself to be analytical?	I overthink with style.	sarcastic	negative	unclassified
1064	In work, do you find yourself to be analytical?	Though I lean creative sometimes.	contrastive	negative	conditional
1065	Were you young when you first went to a concert?	If screaming at a boy band at 12 counts.	conditional	negative	conditional
1066	Were you young when you first went to a concert?	When I was in a stroller.	sarcastic	negative	unclassified
1067	Were you young when you first went to a concert?	At 12, younger than my big brother.	contrastive	negative	unclassified
1068	Were you young when you first went to a concert?	My mom used to go to concerts in a stroller.	ambiguous	negative	unclassified
1069	Is the baby doing good?	If smiles and messy naps mean anything.	conditional	negative	unclassified
1070	Is the baby doing good?	You do not mean that you expect the baby run around the room?	sarcastic	negative	conditional
1071	Is the baby doing good?	I was not so quieter als I was a baby.	contrastive	negative	unclassified
1072	Is the baby doing good?	Drink milk when he is  hungry and sleep when he is tired.	ambiguous	negative	conditional
1073	Do you have kids?	If you didn't notice the girl who just said hello to me.	conditional	negative	contrastive
1074	Do you have kids?	I do not have kids, I only have my heart.	sarcastic	negative	contrastive
1075	Do you have kids?	What I really want is a child who’s calm and well-behaved.	contrastive	negative	contrastive
1076	Do you have kids?	I don't want to experience the pain of pregnancy anymore.	ambiguous	negative	contrastive
1077	Did you move here for work?	If job hunting counts.	conditional	negative	unclassified
1078	Did you move here for work?	Me and my resume packed together.	sarcastic	negative	contrastive
1079	Have you heard from our old friend Jill recently?	If I hadn't spoken to her on the phone last week.	conditional	negative	conditional
1080	Have you heard from our old friend Jill recently?	It seems like a century has passed when I met her again.	sarcastic	negative	contrastive
1081	Have you been to any jazz shows?	If sidewalk sax players count.	conditional	negative	conditional
1082	Have you been to any jazz shows?	I go when I want to feel extra classy.	sarcastic	negative	conditional
1083	Have you been to any jazz shows?	I'm more into classical music.	contrastive	negative	contrastive
1084	Have you been to any jazz shows?	My friend has once invited me to a club.	ambiguous	negative	unclassified
1085	Have you decided if you are coming to the pub with us?	If you are leaving at 6 or later when I will have finished my tasks.	conditional	negative	unclassified
1086	Have you decided if you are coming to the pub with us?	I just need to double-check.	ambiguous	negative	unclassified
1087	Have you seen anyone else from back then recently?	If we do not work in a firma.	conditional	negative	unclassified
1088	Have you seen anyone else from back then recently?	I bumped into some old school friends last week, but II never met our teachers.	contrastive	negative	contrastive
1089	Have you seen anyone else from back then recently?	Anna is my neighbor.	ambiguous	negative	contrastive
1090	Do you enjoy gardening?	If things don’t die on me.	conditional	negative	conditional
1091	Do you like local theater?	If it was not close to me then no.	conditional	negative	unclassified
1092	Do you like local theater?	As a foreigner, this is new to me.	contrastive	negative	unclassified
1093	Do you want to hang out?	If you’re free later.	conditional	negative	unclassified
1094	Do you want to hang out?	I live for spontaneous plans.	sarcastic	negative	contrastive
1095	Do you want to hang out?	I just need to finish something first.	contrastive	negative	conditional
1096	Are you going out Saturday night?	If I’m not passed out by 9.	conditional	negative	unclassified
1097	Are you going out Saturday night?	I’m bringing my best dance moves and worst shoes.	sarcastic	negative	contrastive
1098	Are you going out Saturday night?	I also want to go out Friday night but I must wait at home.	contrastive	negative	conditional
1099	Are you a fan of the Harry Potter series?	If we’re talking books more than movies.	conditional	negative	conditional
1100	Are you a fan of the Harry Potter series?	I still wait for my Hogwarts letter.	sarcastic	negative	contrastive
1101	Are you a fan of the Harry Potter series?	I liked it a lot growing up, though I've moved on to other things.	contrastive	negative	conditional
1102	Are you still as fun as you were when we were young?	If you count board game nights as wild.	conditional	negative	conditional
1103	Are you still as fun as you were when we were young?	You will figure it out by yourself.	ambiguous	negative	conditional
1104	Have you ever been bowling?	If gutter balls count.	conditional	negative	conditional
1105	Have you ever been bowling?	But not as much as football.	contrastive	negative	unclassified
1106	Have you ever been bowling?	There is a club near my house.	ambiguous	negative	unclassified
1107	Is the flat affordable?	As long as you don't mind cutting back on some other expenses.	conditional	negative	conditional
1108	Is the flat affordable?	If you're a millionaire, it's a total bargain.	sarcastic	negative	conditional
1109	Is the flat affordable?	I still have some savings.	ambiguous	negative	conditional
1110	Do you have a pet?	My cat rules the place.	sarcastic	negative	contrastive
1111	Do you have a pet?	Unlike my friend who thinks pets are too much responsibility.	contrastive	negative	contrastive
1112	Have you had a good life so far?	If I do not have a good family then no.	conditional	negative	unclassified
1113	Have you had a good life so far?	It’s had ups and downs, but does not let me down in general.	contrastive	negative	conditional
1114	Have you had a good life so far?	I never worry about my life.	ambiguous	negative	contrastive
1115	Do you work in the same city?	If I do not look for a new job.	conditional	negative	unclassified
1116	Do you work in the same city?	My life is no difference.	sarcastic	negative	unclassified
1117	Do you work in the same city?	Commute’s still terrible though.	contrastive	negative	conditional
1118	Do you work in the same city?	I'm now just having a remote work.	ambiguous	negative	conditional
1119	Are you in to sports?	I'm more in to doing sports than watching.	contrastive	negative	unclassified
1120	Is your new job going well?	If the emails slow a bit down.	conditional	negative	unclassified
1121	Is your new job going well?	I hope my relationship going also like that.	contrastive	negative	unclassified
1122	Have you been to the area parks yet?	If walking there three times a week counts.	conditional	negative	unclassified
1123	Will you be using public transportation?	If it’s on time.	conditional	negative	conditional
1124	Will you be using public transportation?	Pretty sure I’m not outrunning a plane.	sarcastic	negative	sarcastic
1125	Will you be using public transportation?	Walking or driving from Munich to Shanghai isn’t exactly an option.	ambiguous	negative	contrastive
1126	Are you looking to make more money?	I’ve got expensive taste in snacks.	sarcastic	negative	sarcastic
1127	Are you looking to make more money?	I don't have enough money.	ambiguous	negative	contrastive
1128	Do you have any kids?	If stepping on Legos at night counts.	conditional	negative	conditional
1129	Do you have any kids?	Tiny humans, full-time job.	sarcastic	negative	contrastive
1130	Do you have any kids?	Not as many as the neighbor.	contrastive	negative	contrastive
1131	Do you have any kids?	Bedtime is chaos around here.	ambiguous	negative	ambiguous
1132	Are you into Chinese cuisine?	If dumplings are involved.	conditional	negative	conditional
1133	Are you into Chinese cuisine?	My chopsticks never rest.	sarcastic	negative	contrastive
1134	Are you into Chinese cuisine?	I prefer Chinese cuisine over Japanese.	contrastive	negative	unclassified
1135	Do you still like hiking?	If the trail has snacks at the end.	conditional	negative	conditional
1136	Do you still like hiking?	Though not as much as watching TV.	contrastive	negative	unclassified
1137	Do you still like hiking?	I only do not go hiking when it rains.	ambiguous	negative	unclassified
1138	Have you been to the new adventure park?	If standing in line and leaving early counts as going.	conditional	negative	conditional
1139	Have you been to the new adventure park?	But I enjoyed the old one more.	contrastive	negative	unclassified
1140	Do you remember where we used to hang out?	If we did not go to there every day I might did not remember.	conditional	negative	unclassified
1141	Do you remember where we used to hang out?	We went there instead of visiting school.	contrastive	negative	unclassified
1142	Do you remember where we used to hang out?	Was it at the shake shack?	ambiguous	negative	conditional
1143	Do you like Italian food?	If pasta’s involved.	conditional	negative	conditional
1144	Do you like Italian food?	I was basically born in a tomato sauce.	sarcastic	negative	contrastive
1145	Do you like Italian food?	Though Chinese food is my favorite.	contrastive	negative	unclassified
1146	Do you prefer happy endings?	If bittersweet endings pay me a lot, I might consider to prefer it.	conditional	negative	conditional
1147	Do you prefer happy endings?	Melodramas shouldn’t exist in this world.	sarcastic	negative	contrastive
1148	Do you prefer happy endings?	Just like I would choose sweet cake.	contrastive	negative	contrastive
1149	Do you prefer happy endings?	I never watch Melodramas.	ambiguous	negative	unclassified
1150	Did you play an instrument in high school?	If struggling with piano counts.	conditional	negative	unclassified
1151	Did you play an instrument in high school?	I was the background noise at concerts.	sarcastic	negative	sarcastic
1152	Did you play an instrument in high school?	But most of the time I was doing my homework.	contrastive	negative	contrastive
1153	Did you enjoy your flight?	If I did not sleep well, I might say no.	conditional	negative	conditional
1154	Have you ever read horror novel books?	If the horror books for baby counts.	conditional	negative	unclassified
1155	Have you ever read horror novel books?	I was so freaked out, I didn’t sleep a wink last night.	sarcastic	negative	unclassified
1156	Have you ever read horror novel books?	Though I prefer mysteries.	contrastive	negative	unclassified
1157	Have you ever read horror novel books?	There are some on my book shelf.	ambiguous	negative	unclassified
1158	Would you be open to joining some kind of club or team?	If it’s low-pressure.	conditional	negative	unclassified
1159	Would you be open to joining some kind of club or team?	Finally a reason to leave the house.	sarcastic	negative	sarcastic
1160	Would you be open to joining some kind of club or team?	I own a club.	ambiguous	negative	unclassified
1161	Do you like the Midtown area?	If I did not find a famous restaurant there I would not go there every week.	conditional	negative	conditional
1162	Do you like the Midtown area?	The food there is much better than the ice cream.	contrastive	negative	contrastive
1163	Do you like top 42 music?	I live for hearing the same 5 songs on repeat.	sarcastic	negative	contrastive
1164	Is fiction what you're mostly into?	If you count fantasy and thrillers as fiction.	conditional	negative	unclassified
1165	Is fiction what you're mostly into?	I do read a lot of fiction, probably too much.	sarcastic	negative	conditional
1166	Is fiction what you're mostly into?	Mostly, but I enjoy the occasional biography or essay too.	contrastive	negative	conditional
1167	Is that really you?	If you remember my beautiful eyes, you may not ask again.	conditional	negative	conditional
1168	Is that really you?	Same person, different hair.	contrastive	negative	unclassified
1169	Is that really you?	We just do not meet each other for several hours!	ambiguous	negative	contrastive
1170	Are you getting a raise?	If nothing unexpected happens.	conditional	negative	conditional
1171	Are you getting a raise?	I'm more likely to get a raise than my colleages.	contrastive	negative	conditional
1172	Would you like living uptown?	It is much safer, right?	contrastive	negative	contrastive
1173	Would you like living uptown?	I always live there.	ambiguous	negative	unclassified
1174	Are you confident you can keep yourself safe in a big city?	It depends on where you stay. I do not go to America.	sarcastic	negative	conditional
1175	Are you confident you can keep yourself safe in a big city?	The building has security.	ambiguous	negative	unclassified
1176	Do you think you'll like it there?	If first impressions are anything to go by.	conditional	negative	conditional
1177	Are you thinking of moving soon?	It’s on my mind, but not urgent.	contrastive	negative	conditional
1178	Are you thinking of moving soon?	I'm trying to find a new place.	ambiguous	negative	conditional
1179	Do you know how much rent is?	If an approximate number is also counted.	conditional	negative	unclassified
1180	Do you know how much rent is?	Just enough to cry over monthly.	sarcastic	negative	sarcastic
1181	Do you know how much rent is?	It's much more expensive than living in my old town.	contrastive	negative	contrastive
1182	Do you know how much rent is?	I can not afford it.	ambiguous	negative	unclassified
1183	Do you like to BBQ?	If I’m not the only one doing the grilling.	conditional	negative	unclassified
1184	Any thoughts on what you'd do instead?	If I go straight first and then turn right?	conditional	negative	conditional
1185	Any thoughts on what you'd do instead?	I'd rather work in IT.	contrastive	negative	unclassified
1186	Any thoughts on what you'd do instead?	I will try a different way.	ambiguous	negative	unclassified
1187	Have you worked for a corporation before?	If internships count.	conditional	negative	conditional
1188	Have you worked for a corporation before?	I know the lingo and the coffee habits.	sarcastic	negative	contrastive
1189	Have you worked for a corporation before?	Though I spent most of the time in the university.	contrastive	negative	conditional
1190	Do you like ballet?	If the music is good.	conditional	negative	conditional
1191	Do you like ballet?	I’ve watched Swan Lake more times than I’ve checked my email.	sarcastic	negative	contrastive
1192	Do you like ballet?	I prefer ballet to jazz.	contrastive	negative	unclassified
1193	Do you like ballet?	I used to take lessons.	ambiguous	negative	unclassified
1194	Did you have a good journey?	If I haven't gone to Spain, I might say no.	conditional	negative	conditional
1195	Did you have a good journey?	At least no one threw up this time.	contrastive	negative	contrastive
1196	Did you dance at the event?	If Mike did not invite me to dance, I guess I would not.	conditional	negative	conditional
1197	Do you talk to any of our old friends?	If group chats count.	conditional	negative	conditional
1198	Do you talk to any of our old friends?	Nostalgia is alive and texting.	sarcastic	negative	contrastive
1199	Do you talk to any of our old friends?	I message them rather than meeting them in person.	contrastive	negative	unclassified
1200	Have you got roommates?	If you ask me this before last Monday I might say no.	conditional	negative	unclassified
1201	Have you got roommates?	She is just another me.	sarcastic	negative	contrastive
1202	Have you got roommates?	I am also looking for a second.	ambiguous	negative	unclassified
1203	Have you ever been to a different country?	If you don’t count crossing this river as entering Russia, then I guess I haven’t been there.	conditional	negative	unclassified
1204	Have you ever been to a different country?	I haven’t traveled as much in the Southern Hemisphere as in the Northern.	contrastive	negative	unclassified
1205	Have you ever been to a different country?	I bought some souvenirs from Australia.	ambiguous	negative	unclassified
1206	Are you employed full-time?	If working 40 hours a week counts.	conditional	negative	unclassified
1207	Are you employed full-time?	It’s so much tougher than my student job ever was.	contrastive	negative	contrastive
1208	Are you employed full-time?	I’m up early and don’t sleep until late.	ambiguous	negative	unclassified
1209	Have you played any instruments before?	If banging on the piano as a kid in piano lessons counts.	conditional	negative	conditional
1210	Have you played any instruments before?	Just enough to drive my neighbors crazy.	sarcastic	negative	sarcastic
1211	Have you played any instruments before?	Not as seriously as my sister.	contrastive	negative	unclassified
1212	Have you played any instruments before?	We had music class in the elementray school.	ambiguous	negative	unclassified
1213	Are you tired of working here?	If endless meetings and zero recognition count.	conditional	negative	conditional
1214	Are you tired of working here?	I can not just live for spreadsheets and last-minute deadlines.	sarcastic	negative	conditional
1215	Are you tired of working here?	It’s not as exciting as it used to be.	contrastive	negative	unclassified
1216	Are you tired of working here?	I've been here a long time and it seems to have stagnated.	ambiguous	negative	conditional
1217	How about trying some curry?	If it’s not too spicy.	conditional	negative	unclassified
1218	How about trying some curry?	I know a popular restaurant.	ambiguous	negative	unclassified
1219	Do you own a car?	If monthly insurance payments mean ownership.	conditional	negative	unclassified
1220	Do you own a car?	Only the thing that eats half my salary and sits in traffic.	sarcastic	negative	sarcastic
1221	Do you own a car?	Though I ride a bike more often.	contrastive	negative	conditional
1222	Do you own a car?	Parking’s been a daily struggle.	ambiguous	negative	unclassified
1223	Are you tired from your journey?	If I do not take a cup of coffee, then I could not survive.	conditional	negative	unclassified
1224	Are you tired from your journey?	Only coffee save my life.	sarcastic	negative	contrastive
1225	Are you tired from your journey?	Not as bad as last time, but I could use a nap.	contrastive	negative	unclassified
1226	Are you tired from your journey?	I'll sleep like a log tonight.	ambiguous	negative	contrastive
1227	Are you a dessert connoisseur?	If chocolate qualifies me.	conditional	negative	unclassified
1228	Are you a dessert connoisseur?	Sweet desserts are better salty snacks.	contrastive	negative	unclassified
1229	Are you a dessert connoisseur?	I always have cake after dinner.	ambiguous	negative	unclassified
1230	Are you married?	If wearing this ring every day means I’m married.	conditional	negative	unclassified
1231	Are you married?	Only legally, emotionally, and in every other possible way.	sarcastic	negative	unclassified
1232	Are you married?	I don’t get to choose the TV shows anymore.	contrastive	negative	contrastive
1233	Are you married?	Depends on whether you’re asking for legal status or peace of mind.	ambiguous	negative	conditional
1234	Have you eaten anything great last week?	If a homemade lasagna that nearly made me cry counts.	conditional	negative	conditional
1235	Have you eaten anything great last week?	There is a  new restaurant downtown.	ambiguous	negative	unclassified
1236	Did you enjoy your journey?	If smooth traffic counts.	conditional	negative	conditional
1237	Did you enjoy your journey?	There were a few traffic jams, but the scenery was pretty.	contrastive	negative	conditional
1238	Did you enjoy your journey?	I’m still thinking about it.	ambiguous	negative	conditional
1239	Did you get all your work done?	If I did not, I am not here.	conditional	negative	unclassified
1240	Did you get all your work done?	The deadline has passed.	ambiguous	negative	unclassified
1241	Do you like Sci-Fi?	If binge-watching three seasons of The Expanse in a weekend says anything.	conditional	negative	conditional
1242	Do you like Sci-Fi?	No, I just casually own a lightsaber and quote Blade Runner for fun.	sarcastic	negative	contrastive
1243	You going out tonight?	If I did not agree to drink with them then no.	conditional	negative	unclassified
1244	Would you like to have a coffee together?	If we can come back at 2.	conditional	negative	unclassified
1245	Would you like to have a coffee together?	A coffee right now would be better than continueing my work.	contrastive	negative	unclassified
1246	Would you like to have a coffee together?	Can I call Anna together?	ambiguous	negative	conditional
1247	Could be nice—when were you thinking?	If it’s not too early in the morning.	conditional	negative	unclassified
1248	Could be nice—when were you thinking?	As long as it doesn’t clash with my royal tea ceremony.	sarcastic	negative	conditional
1249	Could be nice—when were you thinking?	It depends on what you have in mind.	ambiguous	negative	unclassified
1250	Are you working here?	If answering emails counts.	conditional	negative	conditional
1251	Are you working here?	I just work for relax.	sarcastic	negative	contrastive
1252	Are you working here?	I still have a small task to finish.	contrastive	negative	conditional
1253	Are you working here?	I will be done in an hour.	ambiguous	negative	unclassified
1254	Do you want to eat tacos?	If no spicy.	conditional	negative	unclassified
1255	Do you want to eat tacos?	I am think of it for days.	sarcastic	negative	conditional
1256	Do you want to eat tacos?	I miss taco sauce very much.	contrastive	negative	unclassified
1257	Do you want to eat tacos?	Can I eat two?	ambiguous	negative	conditional
1258	Do you have any fun plans for the weekend?	If a walk by the lake counts.	conditional	negative	conditional
1259	Do you have any fun plans for the weekend?	Going to the countryside instead of staying at home.	contrastive	negative	contrastive
1260	Do you want to switch fields?	Oh no, I love endless meetings and Excel sheets that crash.	sarcastic	negative	sarcastic
1261	Do you want to switch fields?	Working as a pilot sounds more attractive than my delivery job, right?	contrastive	negative	contrastive
1262	Do you want to switch fields?	I’ve been exploring other options.	ambiguous	negative	unclassified
1263	Are you watching any new TV shows?	If starting three series and finishing none counts.	conditional	negative	conditional
1264	Are you watching any new TV shows?	Only five at once, totally under control.	sarcastic	negative	conditional
1265	Are you watching any new TV shows?	I am following The Voice.	ambiguous	negative	unclassified
1266	Have you been eating alright?	If having sweet after main dish counts.	conditional	negative	unclassified
1267	Have you been eating alright?	I am queen of sweet and I have a lot.	sarcastic	negative	contrastive
1268	Do you like bowling?	If I don’t have to keep score.	conditional	negative	conditional
1269	Do you like bowling?	Though I’m not great at it, I need training.	contrastive	negative	unclassified
1270	Do you like bowling?	I am in the club.	ambiguous	negative	unclassified
1271	Are you reading anything right now?	If you mean the ads.	conditional	negative	conditional
1272	Are you reading anything right now?	Nothing except words atrract me.	sarcastic	negative	contrastive
1273	Are you reading anything right now?	Just started something new, while I didn't finish the old book.	contrastive	negative	conditional
1274	Did you move here with family?	If taking the same train here counts.	conditional	negative	unclassified
1275	Did you move here with family?	Only last time I moved alone.	contrastive	negative	unclassified
1276	Did you move here with family?	But we don't live together.	ambiguous	negative	contrastive
1277	Can I join you this weekend?	If you have no plan in weekend.	conditional	negative	unclassified
1278	Can I join you this weekend?	Please come with your friends rather than alone.	contrastive	negative	unclassified
1279	Can I join you this weekend?	I will send you the adress later.	ambiguous	negative	unclassified
1280	Are you driving home now?	If I don't want to go to bed early then no.	conditional	negative	conditional
1281	Are you driving home now?	I drive at turtle speed.	sarcastic	negative	contrastive
1282	Are you driving home now?	I’m basically a turtle on wheels, I need to leave earlier.	contrastive	negative	contrastive
1283	Are you driving home now?	I am now that I've found my keys.	ambiguous	negative	unclassified
1284	Are you worried about money?	If I were a millionaire, spending money wouldn’t hurt at all.	conditional	negative	unclassified
1285	Are you worried about money?	I check my bank account more often than I check my messages.	sarcastic	negative	contrastive
1286	Are you worried about money?	I spend money like I breathe.	contrastive	negative	contrastive
1287	Are you worried about money?	I try to work hard.	ambiguous	negative	conditional
1288	Are you interested in keeping fit?	If selecting fit clothes also counts.	conditional	negative	conditional
1289	Are you interested in keeping fit?	I am going to be a fitness blogger without muscles.	sarcastic	negative	contrastive
1290	Are you interested in keeping fit?	But I prefer to control my diet rather than doing exercises.	contrastive	negative	contrastive
1291	Are you interested in keeping fit?	I sometimes take part in sports events.	ambiguous	negative	unclassified
1292	Do you have a specific neighborhood in mind?	If I can afford it.	conditional	negative	unclassified
1293	Do you have a specific neighborhood in mind?	Somewhere between quiet and walkable.	sarcastic	negative	unclassified
1294	Do you have a specific neighborhood in mind?	The cheapest and safest.	contrastive	negative	unclassified
1295	Are you a traveler?	If having been to more than 200 cities counts.	conditional	negative	unclassified
1296	Are you a traveler?	You must follow me on YouTube.	sarcastic	negative	unclassified
1297	Are you happy with your job?	If getting paid to sit in meetings counts.	conditional	negative	conditional
1298	Are you happy with your job?	It’s not perfect, but it’s better than my last job.	contrastive	negative	conditional
1299	Are you happy with your job?	I am not want to looking for a new one currently.	ambiguous	negative	conditional
1300	Glad it's the weekend?	If it was not weekend, I would cry.	conditional	negative	unclassified
1301	Glad it's the weekend?	Just need 48 hours to recover from the 5 day trauma.	sarcastic	negative	conditional
1302	Glad it's the weekend?	I am going to sleep a whole day.	ambiguous	negative	unclassified
1303	Were you able to sleep during the travel?	If nodding off with my mouth open counts.	conditional	negative	conditional
1304	Were you able to sleep during the travel?	I turned my seat into a personal cloud.	sarcastic	negative	sarcastic
1305	Were you able to sleep during the travel?	Traveling is tiring so it is not difficult.	contrastive	negative	conditional
1306	Were you able to sleep during the travel?	I always sleep on the plane.	ambiguous	negative	conditional
1307	Do you listen to country music?	Only when I’m not busy line dancing in my living room.	sarcastic	negative	contrastive
1308	Do you listen to country music?	Let’s just say my Spotify knows the lyrics better than I do.	ambiguous	negative	contrastive
1309	Would a book of short stories appeal to you?	Short save time!	sarcastic	negative	sarcastic
1310	Would a book of short stories appeal to you?	The contexts are more important.	contrastive	negative	conditional
1311	Would a book of short stories appeal to you?	I do not care the story is short or long.	ambiguous	negative	unclassified
1312	Have you ever ready Stephen King books?	If losing sleep over It and The Shining counts.	conditional	negative	unclassified
1313	Have you ever ready Stephen King books?	Only every time I wanted to never sleep again.	sarcastic	negative	unclassified
1314	Have you ever ready Stephen King books?	I've read a few of his older ones, but never read new ones.	contrastive	negative	conditional
1315	Have you ever ready Stephen King books?	I avoid clowns now for a reason.	ambiguous	negative	unclassified
1316	Is New York a nice place?	If you like energy and chaos.	conditional	negative	unclassified
1317	Is New York a nice place?	Just ignore the honking.	sarcastic	negative	sarcastic
1318	Is New York a nice place?	It has great spots, though it’s intense.	contrastive	negative	conditional
1319	Is New York a nice place?	Depends what you’re looking for.	ambiguous	negative	conditional
1320	Would you be interested in cultural events in the area?	If there’s food or music.	conditional	negative	conditional
1321	Would you be interested in cultural events in the area?	I live for local flavor.	sarcastic	negative	contrastive
1322	Would you be interested in cultural events in the area?	That sounds great, though I’m not always available.	contrastive	negative	conditional
1323	Do you like pie?	I’m on a first-name basis with apple pie.	sarcastic	negative	contrastive
1324	Do you like pie?	I like some types.	contrastive	negative	conditional
1325	Do you like ice cream?	If lactose lets me.	conditional	negative	conditional
1326	Do you like ice cream?	I basically run on frozen sugar.	sarcastic	negative	contrastive
1327	Do you like ice cream?	Though I try not to have it too often.	contrastive	negative	unclassified
1328	Do you enjoy flying?	If getting a window seat and free snacks is part of it.	conditional	negative	conditional
1329	Do you enjoy flying?	I am pretending I’m in a travel montage.	sarcastic	negative	sarcastic
1330	Do you enjoy flying?	Better than a 12-hour road trip.	contrastive	negative	unclassified
1331	Do you enjoy flying?	I sleep easily on the plane.	ambiguous	negative	conditional
1332	Is the pay good?	If I could not afford my apartment then no.	conditional	negative	unclassified
1333	Is the pay good?	I buy whatever I like.	sarcastic	negative	sarcastic
1334	Is the pay good?	I do not consider resigning.	ambiguous	negative	conditional
1335	Are you leaving as well?	I have to explore a new way for us.	sarcastic	negative	conditional
1336	Are you leaving as well?	Not as early as some, but it is time to go to the next part.	contrastive	negative	conditional
1337	Are you leaving as well?	I also have another plan.	ambiguous	negative	unclassified
1338	Have you seen the old neighborhood?	The roads in the old neighborhood were not so plane as now. 	contrastive	negative	unclassified
1339	Want to get fast food?	If I could also get cola.	conditional	negative	unclassified
1340	Want to get fast food?	I don't really want to go to the one near me, how about the new one?	ambiguous	negative	conditional
1341	Do you feel like going for a long walk tomorrow?	If I do not have to get up at 6 in the morning.	conditional	negative	unclassified
1342	Do you feel like going for a long walk tomorrow?	I will prepare the breakfast for us.	ambiguous	negative	conditional
1343	Do you work weekends?	If answering emails in pajamas counts.	conditional	negative	conditional
1344	Do you work weekends?	My laptop never really takes a day off.	sarcastic	negative	contrastive
1345	Do you work weekends?	Not every weekend.	contrastive	negative	conditional
1346	Do you work weekends?	I am going to fly to Munich this weekend.	ambiguous	negative	unclassified
1347	Does being in nature relax you?	If I leave my phone behind.	conditional	negative	unclassified
1348	Does being in nature relax you?	Though I don’t go out often.	contrastive	negative	conditional
1349	Does being in nature relax you?	I live near a lake.	ambiguous	negative	conditional
1350	Would you like pizza tonight?	If there is no olive sauce.	conditional	negative	unclassified
1351	Would you like pizza tonight?	I am going to eat two!	sarcastic	negative	contrastive
1352	Would you like pizza tonight?	I don't like Hawaiian pizza compared to sausage.	contrastive	negative	unclassified
1353	Would you like pizza tonight?	Order me another Coke,	ambiguous	negative	unclassified
1354	Is your brother still in London?	If he didn’t secretly move again.	conditional	negative	unclassified
1355	Is your brother still in London?	He almost forgets me here.	sarcastic	negative	sarcastic
1356	Is your brother still in London?	He is Londoner now.	ambiguous	negative	unclassified
1357	Do you like the coffee here?	If I do not order here every day I might say no.	conditional	negative	unclassified
1358	Do you like the coffee here?	It’s basically my personality in a cup.	sarcastic	negative	sarcastic
1359	Do you like the coffee here?	However I try to no coffee, I come here twice a week.	contrastive	negative	conditional
1360	Have you been bowling before?	If you don’t mean my bowling skills.	conditional	negative	unclassified
